regionalschluessel,ags,name,nuts,gid,sp_id,dpr_id,shared_area
057660008008,05766008,Bad Salzuflen,DEA45,7,7,15,100029034.272762
057660012012,05766012,Barntrup,DEA45,7,7,15,59687373.5245066
057660016016,05766016,Blomberg,DEA45,7,7,15,98977368.1515187
057660020020,05766020,Detmold,DEA45,7,7,15,129039295.491315
057660024024,05766024,Dörentrup,DEA45,7,7,15,49522988.7705191
057660028028,05766028,Extertal,DEA45,7,7,15,92398128.9244825
057660032032,05766032,Horn-Bad Meinberg,DEA45,7,7,15,88630485.1074552
057660036036,05766036,Kalletal,DEA45,7,7,15,112136679.919035
057660040040,05766040,Lage,DEA45,7,7,15,76000878.4781059
057660044044,05766044,Lemgo,DEA45,7,7,15,100809198.114214
057660048048,05766048,Leopoldshöhe,DEA45,7,7,15,36940457.4036903
057660052052,05766052,Lügde,DEA45,8,8,16,118310.114633536
057660056056,05766056,Oerlinghausen,DEA45,19,19,7,191772.634707174
057660060060,05766060,Schieder-Schwalenberg,DEA45,7,7,15,58052765.2018587
057660064064,05766064,Schlangen,DEA45,7,7,15,73529273.4595894
057700004004,05770004,Bad Oeynhausen,DEA46,7,7,15,64826915.4352956
057700008008,05770008,Espelkamp,DEA46,7,7,15,84814568.6586874
057700012012,05770012,Hille,DEA46,7,7,15,103087934.31811
057700016016,05770016,Hüllhorst,DEA46,7,7,15,44687700.7830154
057700020020,05770020,Lübbecke,DEA46,7,7,15,65010172.660289
057700024024,05770024,Minden,DEA46,7,7,15,101107174.410112
057700028028,05770028,Petershagen,DEA46,7,7,15,211337512.704385
057700032032,05770032,Porta Westfalica,DEA46,7,7,15,104881959.319976
057700036036,05770036,Preußisch Oldendorf,DEA46,7,7,15,67665465.632065
057700040040,05770040,Rahden,DEA46,6,6,14,252915.407349866
057700044044,05770044,Stemwede,DEA46,17,17,5,3028108.22003142
057740004004,05774004,Altenbeken,DEA47,7,7,15,535521.310456034
057740008008,05774008,Bad Lippspringe,DEA47,7,7,15,1553933.57922058
057740012012,05774012,Borchen,DEA47,8,8,16,77185595.6818335
057740016016,05774016,Büren,DEA47,8,8,16,163330493.210944
057740020020,05774020,Delbrück,DEA47,19,19,7,3594464.02634776
057740024024,05774024,Hövelhof,DEA47,8,8,16,68504809.0159167
057740028028,05774028,Lichtenau,DEA47,8,8,16,190465770.857114
057740032032,05774032,Paderborn,DEA47,8,8,16,179580481.389663
057740036036,05774036,Salzkotten,DEA47,19,19,7,4062357.4733871
057740040040,05774040,Bad Wünnenberg,DEA47,8,8,16,158307545.858954
059110000000,05911000,Bochum,DEA51,19,19,7,1127045.55025291
059130000000,05913000,Dortmund,DEA52,18,18,6,8679223.24225396
059140000000,05914000,Hagen,DEA53,18,18,6,4145688.67926173
059150000000,05915000,Hamm,DEA54,18,18,6,1696449.57654137
059160000000,05916000,Herne,DEA55,18,18,6,51477003.3602793
059540004004,05954004,Breckerfeld,DEA56,19,19,7,2460946.95073034
059540008008,05954008,Ennepetal,DEA56,18,18,6,56508114.4521284
059540012012,05954012,Gevelsberg,DEA56,18,18,6,25644612.9370304
059540016016,05954016,Hattingen,DEA56,18,18,6,71610766.8351288
059540020020,05954020,Herdecke,DEA56,19,19,7,1484035.1026574
059540024024,05954024,Schwelm,DEA56,18,18,6,20600769.6059191
059540028028,05954028,Sprockhövel,DEA56,18,18,6,48002583.7102052
059540032032,05954032,Wetter (Ruhr),DEA56,18,18,6,31430176.2238895
059540036036,05954036,Witten,DEA56,19,19,7,1552818.10618066
059580004004,05958004,Arnsberg,DEA57,19,19,7,192759192.616677
059580008008,05958008,Bestwig,DEA57,19,19,7,69177076.6386157
059580012012,05958012,Brilon,DEA57,8,8,16,3142682.40330428
059580016016,05958016,Eslohe (Sauerland),DEA57,19,19,7,113610477.965176
059580020020,05958020,Hallenberg,DEA57,19,19,7,65535688.9636375
059580024024,05958024,Marsberg,DEA57,19,19,7,166360923.788992
059580028028,05958028,Medebach,DEA57,19,19,7,120447604.654945
059580032032,05958032,Meschede,DEA57,19,19,7,218037447.546894
059580036036,05958036,Olsberg,DEA57,19,19,7,118192433.330683
059580040040,05958040,Schmallenberg,DEA57,19,19,7,302854752.358934
059580044044,05958044,Sundern (Sauerland),DEA57,19,19,7,193007545.814825
059580048048,05958048,Winterberg,DEA57,19,19,7,148184316.743942
059620004004,05962004,Altena,DEA58,19,19,7,44339218.7269693
059620008008,05962008,Balve,DEA58,19,19,7,75275982.1837336
059620012012,05962012,Halver,DEA58,19,19,7,75716662.9060077
059620016016,05962016,Hemer,DEA58,19,19,7,67089542.955132
059620020020,05962020,Herscheid,DEA58,19,19,7,59292953.3592884
059620024024,05962024,Iserlohn,DEA58,19,19,7,125331735.109756
059620028028,05962028,Kierspe,DEA58,19,19,7,71499330.4829934
059620032032,05962032,Lüdenscheid,DEA58,19,19,7,87515448.3949431
059620036036,05962036,Meinerzhagen,DEA58,19,19,7,115196728.084178
059620040040,05962040,Menden (Sauerland),DEA58,19,19,7,86026689.204473
059620044044,05962044,Nachrodt-Wiblingwerde,DEA58,19,19,7,28676143.5353886
059620048048,05962048,Neuenrade,DEA58,19,19,7,54189028.0650196
059620052052,05962052,Plettenberg,DEA58,19,19,7,96954975.5102713
059620056056,05962056,Schalksmühle,DEA58,18,18,6,417474.680989548
059620060060,05962060,Werdohl,DEA58,19,19,7,33300076.2107392
059660004004,05966004,Attendorn,DEA59,19,19,7,97974900.9178799
059660008008,05966008,Drolshagen,DEA59,19,19,7,67283750.5918981
059660012012,05966012,Finnentrop,DEA59,19,19,7,104184519.814264
059660016016,05966016,Kirchhundem,DEA59,19,19,7,148529864.703968
059660020020,05966020,Lennestadt,DEA59,19,19,7,135260200.793088
059660024024,05966024,Olpe,DEA59,19,19,7,85205666.5447071
059660028028,05966028,Wenden,DEA59,19,19,7,72132015.8295777
059700004004,05970004,Bad Berleburg,DEA5A,19,19,7,275571412.37338
059700008008,05970008,Burbach,DEA5A,19,19,7,72594113.2126054
059700012012,05970012,Erndtebrück,DEA5A,19,19,7,71562925.4400663
059700016016,05970016,Freudenberg,DEA5A,19,19,7,50811956.5661407
059700020020,05970020,Hilchenbach,DEA5A,19,19,7,80862459.5544143
059700024024,05970024,Kreuztal,DEA5A,19,19,7,70710608.8263208
059700028028,05970028,Bad Laasphe,DEA5A,8,8,16,1729799.13247655
059700032032,05970032,Netphen,DEA5A,19,19,7,137680372.265891
059700036036,05970036,Neunkirchen,DEA5A,19,19,7,35292260.9151843
059700040040,05970040,Siegen,DEA5A,19,19,7,112863404.255214
059700044044,05970044,Wilnsdorf,DEA5A,8,8,16,108086.89311055
059740004004,05974004,Anröchte,DEA5B,19,19,7,73632741.1090177
059740008008,05974008,Bad Sassendorf,DEA5B,19,19,7,63009760.6475349
059740012012,05974012,Ense,DEA5B,19,19,7,51165766.1739935
059740016016,05974016,Erwitte,DEA5B,19,19,7,89416693.7985242
059740020020,05974020,Geseke,DEA5B,19,19,7,97652722.4950531
059740024024,05974024,Lippetal,DEA5B,19,19,7,126313031.352175
059740028028,05974028,Lippstadt,DEA5B,19,19,7,113283967.867261
059740032032,05974032,Möhnesee,DEA5B,19,19,7,124376779.106059
059740036036,05974036,Rüthen,DEA5B,8,8,16,175110.511060214
059740040040,05974040,Soest,DEA5B,19,19,7,85921319.4157212
059740044044,05974044,Warstein,DEA5B,19,19,7,158305701.905021
059740048048,05974048,Welver,DEA5B,19,19,7,85644427.7618458
059740052052,05974052,Werl,DEA5B,19,19,7,76117773.6170854
059740056056,05974056,Wickede (Ruhr),DEA5B,19,19,7,25322708.4579601
059780004004,05978004,Bergkamen,DEA5C,19,19,7,43918314.3790355
059780008008,05978008,Bönen,DEA5C,19,19,7,37789677.3904347
059780012012,05978012,Fröndenberg/Ruhr,DEA5C,19,19,7,55783047.6121228
059780016016,05978016,Holzwickede,DEA5C,19,19,7,22841261.2742091
059780020020,05978020,Kamen,DEA5C,19,19,7,41007719.3300753
059780024024,05978024,Lünen,DEA5C,19,19,7,56702256.0119602
059780028028,05978028,Schwerte,DEA5C,19,19,7,56535012.2158229
059780032032,05978032,Selm,DEA5C,19,19,7,54113672.8251361
059780036036,05978036,Unna,DEA5C,19,19,7,88565134.2892835
059780040040,05978040,Werne,DEA5C,18,18,6,5423959.2575393
064110000000,06411000,Darmstadt,DE711,21,21,9,123005615.812316
064120000000,06412000,Frankfurt am Main,DE712,21,21,9,20014970.9149993
064130000000,06413000,Offenbach am Main,DE713,21,21,9,1873735.56823096
064140000000,06414000,Wiesbaden,DE714,21,21,9,203668621.727442
064310001001,06431001,Abtsteinach,DE715,21,21,9,9728987.7357953
064310002002,06431002,Bensheim,DE715,21,21,9,57331644.1175455
064310003003,06431003,Biblis,DE715,21,21,9,39983874.0947723
064310004004,06431004,Birkenau,DE715,21,21,9,22443123.6936313
064310005005,06431005,Bürstadt,DE715,21,21,9,34583937.7274768
064310006006,06431006,Einhausen,DE715,21,21,9,26937322.6458537
064310007007,06431007,Fürth,DE715,21,21,9,38074994.2609504
064310008008,06431008,Gorxheimertal,DE715,21,21,9,7189169.20476403
064310009009,06431009,Grasellenbach,DE715,21,21,9,22836093.5050822
064310010010,06431010,Groß-Rohrheim,DE715,21,21,9,20017185.3365898
064310011011,06431011,Heppenheim (Bergstraße),DE715,3,3,11,3632283.85742523
064310012012,06431012,Hirschhorn (Neckar),DE715,3,3,11,3297427.21941112
064310013013,06431013,Lampertheim,DE715,3,3,11,1212010.1655981
064310014014,06431014,Lautertal (Odenwald),DE715,21,21,9,30752230.5407781
064310015015,06431015,Lindenfels,DE715,21,21,9,21073911.4246413
064310016016,06431016,Lorsch,DE715,21,21,9,25224565.9141944
064310017017,06431017,Mörlenbach,DE715,3,3,11,806151.715620034
064310018018,06431018,Neckarsteinach,DE715,3,3,11,5285601.88668919
064310019019,06431019,Rimbach,DE715,21,21,9,23200805.9590555
064310020020,06431020,Viernheim,DE715,21,21,9,44742811.3767389
064310021021,06431021,Wald-Michelbach,DE715,3,3,11,5180458.58121007
064310022022,06431022,Zwingenberg,DE715,21,21,9,5664701.93169714
064319200200,06431200,Michelbuch,DE715,3,3,11,161668.227511202
064320001001,06432001,Alsbach-Hähnlein,DE716,21,21,9,15693475.6508382
064320002002,06432002,Babenhausen,DE716,21,21,9,66859606.230397
064320003003,06432003,Bickenbach,DE716,21,21,9,9333026.00211064
064320004004,06432004,Dieburg,DE716,21,21,9,23069358.0193062
064320005005,06432005,Eppertshausen,DE716,21,21,9,12838205.0377682
064320006006,06432006,Erzhausen,DE716,21,21,9,7462902.77200327
064320007007,06432007,Fischbachtal,DE716,21,21,9,13360259.2645397
064320008008,06432008,Griesheim,DE716,21,21,9,20973649.316864
064320009009,06432009,Groß-Bieberau,DE716,21,21,9,18526727.3354522
064320010010,06432010,Groß-Umstadt,DE716,21,21,9,86910293.9464174
064320011011,06432011,Groß-Zimmern,DE716,21,21,9,20999008.4919233
064320012012,06432012,Messel,DE716,21,21,9,15294210.7209952
064320013013,06432013,Modautal,DE716,21,21,9,31426955.7591894
064320014014,06432014,Mühltal,DE716,21,21,9,25219300.6901944
064320015015,06432015,Münster,DE716,21,21,9,20699008.9987185
064320016016,06432016,Ober-Ramstadt,DE716,21,21,9,41810480.8051529
064320017017,06432017,Otzberg,DE716,21,21,9,41839218.4480595
064320018018,06432018,Pfungstadt,DE716,21,21,9,42571281.3672765
064320019019,06432019,Reinheim,DE716,21,21,9,27830610.7989725
064320020020,06432020,Roßdorf,DE716,21,21,9,20494421.1312908
064320021021,06432021,Schaafheim,DE716,21,21,9,32075384.3506325
064320022022,06432022,Seeheim-Jugenheim,DE716,21,21,9,27996499.7566142
064320023023,06432023,Weiterstadt,DE716,21,21,9,34160075.1649924
064330001001,06433001,Biebesheim am Rhein,DE717,21,21,9,18887416.4522362
064330002002,06433002,Bischofsheim,DE717,21,21,9,9321768.10258353
064330003003,06433003,Büttelborn,DE717,21,21,9,30014703.0279258
064330004004,06433004,Gernsheim,DE717,21,21,9,39624587.5725268
064330005005,06433005,Ginsheim-Gustavsburg,DE717,21,21,9,13426252.3314868
064330006006,06433006,Groß-Gerau,DE717,21,21,9,54493588.9521136
064330007007,06433007,Kelsterbach,DE717,8,8,16,2259498.37484215
064330008008,06433008,Mörfelden-Walldorf,DE717,21,21,9,43551463.6321228
064330009009,06433009,Nauheim,DE717,21,21,9,13804784.6658758
064330010010,06433010,Raunheim,DE717,21,21,9,12496178.5720469
064330011011,06433011,Riedstadt,DE717,21,21,9,73588969.6438925
064330012012,06433012,Rüsselsheim,DE717,21,21,9,58099830.1512565
064330013013,06433013,Stockstadt am Rhein,DE717,21,21,9,18767095.6396284
064330014014,06433014,Trebur,DE717,21,21,9,49703432.9062587
064340001001,06434001,Bad Homburg v.d. Höhe,DE718,8,8,16,51531974.4094589
064340002002,06434002,Friedrichsdorf,DE718,8,8,16,30128194.8138137
064340003003,06434003,Glashütten,DE718,21,21,9,10031989.7288634
064340004004,06434004,Grävenwiesbach,DE718,20,20,8,5712701.83344378
064340005005,06434005,Königstein im Taunus,DE718,21,21,9,3118100.43253696
064340006006,06434006,Kronberg im Taunus,DE718,8,8,16,18448948.6339192
064340007007,06434007,Neu-Anspach,DE718,8,8,16,36039305.2672334
064340008008,06434008,Oberursel (Taunus),DE718,8,8,16,44547752.9838672
064340009009,06434009,Schmitten,DE718,21,21,9,2858204.13343925
064340010010,06434010,Steinbach (Taunus),DE718,8,8,16,3289815.7902099
064340011011,06434011,Usingen,DE718,8,8,16,55796122.0441267
064340012012,06434012,Wehrheim,DE718,8,8,16,38267401.7672728
064340013013,06434013,Weilrod,DE718,20,20,8,13781298.0131456
064350001001,06435001,Bad Orb,DE719,8,8,16,47399927.8773227
064350002002,06435002,Bad Soden-Salmünster,DE719,9,9,17,57776.6652831724
064350003003,06435003,Biebergemünd,DE719,8,8,16,77277576.5504475
064350004004,06435004,Birstein,DE719,8,8,16,86514992.9474151
064350005005,06435005,Brachttal,DE719,8,8,16,30908831.1723013
064350006006,06435006,Bruchköbel,DE719,8,8,16,29541188.3457857
064350007007,06435007,Erlensee,DE719,8,8,16,18434906.0131258
064350008008,06435008,Flörsbachtal,DE719,9,9,17,2480337.8760442
064350009009,06435009,Freigericht,DE719,9,9,17,3582755.26990752
064350010010,06435010,Gelnhausen,DE719,8,8,16,45036659.6590571
064350011011,06435011,Großkrotzenburg,DE719,8,8,16,5503591.28572116
064350012012,06435012,Gründau,DE719,8,8,16,67407673.3433834
064350013013,06435013,Hammersbach,DE719,8,8,16,20223095.5110125
064350014014,06435014,Hanau,DE719,21,21,9,6030501.08500314
064350015015,06435015,Hasselroth,DE719,8,8,16,18952232.6370225
064350016016,06435016,Jossgrund,DE719,9,9,17,10795.6196680088
064350017017,06435017,Langenselbold,DE719,8,8,16,26124127.0036781
064350018018,06435018,Linsengericht,DE719,8,8,16,28934216.2459876
064350019019,06435019,Maintal,DE719,8,8,16,31008523.8691509
064350020020,06435020,Neuberg,DE719,8,8,16,10560254.2170868
064350021021,06435021,Nidderau,DE719,8,8,16,46705963.0666541
064350022022,06435022,Niederdorfelden,DE719,8,8,16,6609843.41356839
064350023023,06435023,Rodenbach,DE719,8,8,16,16715673.3049464
064350024024,06435024,Ronneburg,DE719,8,8,16,14240948.4566028
064350025025,06435025,Schlüchtern,DE719,8,8,16,112930960.713304
064350026026,06435026,Schöneck,DE719,8,8,16,21297277.9899836
064350027027,06435027,Sinntal,DE719,9,9,17,1735268.80399897
064350028028,06435028,Steinau an der Straße,DE719,8,8,16,104761906.223231
064350029029,06435029,Wächtersbach,DE719,8,8,16,50732125.3320905
064359200200,06435200,Gutsbezirk Spessart,DE719,8,8,16,89283999.6452727
064360001001,06436001,Bad Soden am Taunus,DE71A,8,8,16,1081735.88862035
064360002002,06436002,Eppstein,DE71A,21,21,9,24532815.5266377
064360003003,06436003,Eschborn,DE71A,21,21,9,10125381.7126165
064360004004,06436004,Flörsheim am Main,DE71A,21,21,9,22840057.9603131
064360005005,06436005,Hattersheim am Main,DE71A,21,21,9,15351592.469047
064360006006,06436006,Hochheim am Main,DE71A,21,21,9,19625213.6243806
064360007007,06436007,Hofheim am Taunus,DE71A,21,21,9,57019881.5476385
064360008008,06436008,Kelkheim (Taunus),DE71A,8,8,16,967803.106894668
064360009009,06436009,Kriftel,DE71A,21,21,9,7216450.20903025
064360010010,06436010,Liederbach am Taunus,DE71A,21,21,9,6080978.09982544
064360011011,06436011,Schwalbach am Taunus,DE71A,21,21,9,4802488.00094203
064360012012,06436012,Sulzbach (Taunus),DE71A,8,8,16,144601.017496681
064370001001,06437001,Bad König,DE71B,21,21,9,46848712.1470633
064370002002,06437002,Beerfelden,DE71B,21,21,9,69796234.6917081
064370003003,06437003,Brensbach,DE71B,21,21,9,23081203.7665818
064370004004,06437004,Breuberg,DE71B,9,9,17,1051371.52153355
064370005005,06437005,Brombachtal,DE71B,21,21,9,20429780.5944701
064370006006,06437006,Erbach,DE71B,21,21,9,61548988.2490583
064370007007,06437007,Fränkisch-Crumbach,DE71B,21,21,9,15810558.8173805
064370008008,06437008,Hesseneck,DE71B,21,21,9,27488207.5873508
064370009009,06437009,Höchst i. Odw.,DE71B,21,21,9,30748428.5729195
064370010010,06437010,Lützelbach,DE71B,9,9,17,269109.465067693
064370011011,06437011,Michelstadt,DE71B,9,9,17,296105.403096098
064370012012,06437012,Mossautal,DE71B,21,21,9,48488149.3703182
064370013013,06437013,Reichelsheim (Odenwald),DE71B,21,21,9,58485656.6734306
064370014014,06437014,Rothenberg,DE71B,21,21,9,29608862.4809593
064370015015,06437015,Sensbachtal,DE71B,3,3,11,3420119.2471677
064380001001,06438001,Dietzenbach,DE71C,21,21,9,21772371.9965372
064380002002,06438002,Dreieich,DE71C,21,21,9,53505157.3254169
064380003003,06438003,Egelsbach,DE71C,21,21,9,14885195.7066988
064380004004,06438004,Hainburg,DE71C,8,8,16,1446128.04658878
064380005005,06438005,Heusenstamm,DE71C,8,8,16,2863138.46083617
064380006006,06438006,Langen (Hessen),DE71C,21,21,9,29493897.4523537
064380007007,06438007,Mainhausen,DE71C,21,21,9,17297508.6104596
064380008008,06438008,Mühlheim am Main,DE71C,8,8,16,6213760.29909099
064380009009,06438009,Neu-Isenburg,DE71C,21,21,9,17647887.8165909
064380010010,06438010,Obertshausen,DE71C,21,21,9,11812362.1895311
064380011011,06438011,Rodgau,DE71C,21,21,9,64771381.0696652
064380012012,06438012,Rödermark,DE71C,21,21,9,29878844.7888673
064380013013,06438013,Seligenstadt,DE71C,9,9,17,404397.168740995
064390001001,06439001,Aarbergen,DE71D,21,21,9,22541596.3166253
064390002002,06439002,Bad Schwalbach,DE71D,21,21,9,40516961.0130843
064390003003,06439003,Eltville am Rhein,DE71D,21,21,9,46614493.7280076
064390004004,06439004,Geisenheim,DE71D,21,21,9,40371059.0284699
064390005005,06439005,Heidenrod,DE71D,21,21,9,82974126.3915789
064390006006,06439006,Hohenstein,DE71D,21,21,9,63369052.46305
064390007007,06439007,Hünstetten,DE71D,20,20,8,3004371.15054444
064390008008,06439008,Idstein,DE71D,21,21,9,78232222.0166569
064390009009,06439009,Kiedrich,DE71D,21,21,9,12292367.0592775
064390010010,06439010,Lorch,DE71D,20,20,8,6294278.80931454
064390011011,06439011,Niedernhausen,DE71D,21,21,9,35213554.8994605
064390012012,06439012,Oestrich-Winkel,DE71D,21,21,9,58835575.1834193
064390013013,06439013,Rüdesheim am Rhein,DE71D,21,21,9,51442844.4468631
064390014014,06439014,Schlangenbad,DE71D,21,21,9,36289144.2742688
064390015015,06439015,Taunusstein,DE71D,21,21,9,66880631.1223593
064390016016,06439016,Waldems,DE71D,21,21,9,32534611.6299769
064390017017,06439017,Walluf,DE71D,21,21,9,6733584.25713918
064400001001,06440001,Altenstadt,DE71E,8,8,16,30059149.2208537
064400002002,06440002,Bad Nauheim,DE71E,8,8,16,32297641.3864514
064400003003,06440003,Bad Vilbel,DE71E,8,8,16,25635612.5977298
064400004004,06440004,Büdingen,DE71E,8,8,16,122904762.333806
064400005005,06440005,Butzbach,DE71E,8,8,16,105939849.781048
064400006006,06440006,Echzell,DE71E,8,8,16,37637412.1391804
064400007007,06440007,Florstadt,DE71E,8,8,16,39444069.1637432
064400008008,06440008,Friedberg (Hessen),DE71E,8,8,16,50206706.6315997
064400009009,06440009,Gedern,DE71E,8,8,16,75280888.0636062
064400010010,06440010,Glauburg,DE71E,8,8,16,12772161.5164094
064400011011,06440011,Hirzenhain,DE71E,8,8,16,15799220.9691187
064400012012,06440012,Karben,DE71E,8,8,16,43964171.0244013
064400013013,06440013,Kefenrod,DE71E,8,8,16,30597330.7845815
064400014014,06440014,Limeshain,DE71E,8,8,16,12476271.2046793
064400015015,06440015,Münzenberg,DE71E,8,8,16,31901120.0671667
064400016016,06440016,Nidda,DE71E,8,8,16,118642710.020149
064400017017,06440017,Niddatal,DE71E,8,8,16,40303074.6231091
064400018018,06440018,Ober-Mörlen,DE71E,8,8,16,37752971.9136257
064400019019,06440019,Ortenberg,DE71E,8,8,16,54508624.3925053
064400020020,06440020,Ranstadt,DE71E,8,8,16,34622616.3993665
064400021021,06440021,Reichelsheim (Wetterau),DE71E,8,8,16,27495004.9084642
064400022022,06440022,Rockenberg,DE71E,8,8,16,16194033.3437026
064400023023,06440023,Rosbach v.d. Höhe,DE71E,8,8,16,45373915.1460184
064400024024,06440024,Wölfersheim,DE71E,8,8,16,42739413.8985506
064400025025,06440025,Wöllstadt,DE71E,8,8,16,15392324.8645457
065310001001,06531001,Allendorf (Lumda),DE721,8,8,16,22189738.352605
065310002002,06531002,Biebertal,DE721,8,8,16,43721100.806132
065310003003,06531003,Buseck,DE721,8,8,16,38594139.3680407
065310004004,06531004,Fernwald,DE721,8,8,16,21589582.1807399
065310005005,06531005,Gießen,DE721,8,8,16,72759293.1984661
065310006006,06531006,Grünberg,DE721,8,8,16,89750582.6545657
065310007007,06531007,Heuchelheim,DE721,8,8,16,10601230.0876116
065310008008,06531008,Hungen,DE721,8,8,16,86533912.4501432
065310009009,06531009,Langgöns,DE721,8,8,16,52359654.6775006
065310010010,06531010,Laubach,DE721,8,8,16,96785551.6182886
065310011011,06531011,Lich,DE721,8,8,16,77411712.125866
065310012012,06531012,Linden,DE721,8,8,16,23294582.8875321
065310013013,06531013,Lollar,DE721,8,8,16,21556878.9705972
065310014014,06531014,Pohlheim,DE721,8,8,16,38135573.5419947
065310015015,06531015,Rabenau,DE721,8,8,16,43134859.9466185
065310016016,06531016,Reiskirchen,DE721,8,8,16,44795014.0345165
065310017017,06531017,Staufenberg,DE721,8,8,16,28285836.421709
065310018018,06531018,Wettenberg,DE721,8,8,16,43241552.4392385
065320001001,06532001,Aßlar,DE722,8,8,16,43493065.1152864
065320002002,06532002,Bischoffen,DE722,8,8,16,35368258.8500886
065320003003,06532003,Braunfels,DE722,8,8,16,37836428.9864329
065320004004,06532004,Breitscheid,DE722,20,20,8,387219.02740951
065320005005,06532005,Dietzhölztal,DE722,19,19,7,3502676.34941722
065320006006,06532006,Dillenburg,DE722,8,8,16,83634884.3684074
065320007007,06532007,Driedorf,DE722,8,8,16,38241589.2017906
065320008008,06532008,Ehringshausen,DE722,8,8,16,45123140.2849291
065320009009,06532009,Eschenburg,DE722,8,8,16,45785188.0093195
065320010010,06532010,Greifenstein,DE722,20,20,8,9347883.57866684
065320011011,06532011,Haiger,DE722,8,8,16,95796604.7334699
065320012012,06532012,Herborn,DE722,8,8,16,63781679.5884594
065320013013,06532013,Hohenahr,DE722,8,8,16,45753953.1097604
065320014014,06532014,Hüttenberg,DE722,8,8,16,39929969.6014247
065320015015,06532015,Lahnau,DE722,8,8,16,23701182.6877816
065320016016,06532016,Leun,DE722,20,20,8,4232756.8960399
065320017017,06532017,Mittenaar,DE722,8,8,16,35167138.9332109
065320018018,06532018,Schöffengrund,DE722,20,20,8,518806.146276018
065320019019,06532019,Siegbach,DE722,8,8,16,28943412.6613756
065320020020,06532020,Sinn,DE722,8,8,16,18805147.8139392
065320021021,06532021,Solms,DE722,8,8,16,33821264.3556276
065320022022,06532022,Waldsolms,DE722,20,20,8,6752070.99880189
065320023023,06532023,Wetzlar,DE722,8,8,16,76015474.1162069
065330001001,06533001,Beselich,DE723,20,20,8,31550297.8863017
065330002002,06533002,Brechen,DE723,20,20,8,24870059.3927997
065330003003,06533003,Bad Camberg,DE723,21,21,9,3575130.73957484
065330004004,06533004,Dornburg,DE723,20,20,8,33224119.0496132
065330005005,06533005,Elbtal,DE723,20,20,8,10974481.9527755
065330006006,06533006,Elz,DE723,20,20,8,16931949.3809154
065330007007,06533007,Hadamar,DE723,20,20,8,40924725.373223
065330008008,06533008,Hünfelden,DE723,20,20,8,62137540.5171707
065330009009,06533009,Limburg a.d. Lahn,DE723,20,20,8,45308341.970078
065330010010,06533010,Löhnberg,DE723,20,20,8,30966273.2148923
065330011011,06533011,Mengerskirchen,DE723,20,20,8,30718232.9760888
065330012012,06533012,Merenberg,DE723,20,20,8,23132514.7174253
065330013013,06533013,Runkel,DE723,20,20,8,43528532.0286412
065330014014,06533014,Selters (Taunus),DE723,20,20,8,40506917.7930292
065330015015,06533015,Villmar,DE723,20,20,8,42955290.1284548
065330016016,06533016,Waldbrunn (Westerwald),DE723,20,20,8,29814826.0827442
065330017017,06533017,Weilburg,DE723,20,20,8,57496964.0372407
065330018018,06533018,Weilmünster,DE723,20,20,8,75983330.4062779
065330019019,06533019,Weinbach,DE723,20,20,8,37638003.7210335
065340001001,06534001,Amöneburg,DE724,8,8,16,44005437.8836601
065340002002,06534002,Angelburg,DE724,8,8,16,16597534.0868416
065340003003,06534003,Bad Endbach,DE724,8,8,16,39701504.4623774
065340004004,06534004,Biedenkopf,DE724,8,8,16,82602597.4504688
065340005005,06534005,Breidenbach,DE724,8,8,16,38896051.463726
065340006006,06534006,Cölbe,DE724,8,8,16,26286487.0769787
065340007007,06534007,Dautphetal,DE724,8,8,16,71987168.7358275
065340008008,06534008,Ebsdorfergrund,DE724,8,8,16,72593081.6627961
065340009009,06534009,Fronhausen,DE724,8,8,16,27785319.2897525
065340010010,06534010,Gladenbach,DE724,8,8,16,72574968.1090704
065340011011,06534011,Kirchhain,DE724,8,8,16,90643162.6336379
065340012012,06534012,Lahntal,DE724,8,8,16,40669746.2371703
065340013013,06534013,Lohra,DE724,8,8,16,49056586.4220581
065340014014,06534014,Marburg,DE724,8,8,16,124249133.700496
065340015015,06534015,Münchhausen,DE724,8,8,16,41610182.253892
065340016016,06534016,Neustadt (Hessen),DE724,8,8,16,56967596.8452414
065340017017,06534017,Rauschenberg,DE724,8,8,16,67587808.9770749
065340018018,06534018,Stadtallendorf,DE724,8,8,16,78128447.5749176
065340019019,06534019,Steffenberg,DE724,8,8,16,24256756.3067345
065340020020,06534020,Weimar (Lahn),DE724,8,8,16,46921395.2542792
065340021021,06534021,Wetter (Hessen),DE724,8,8,16,103979307.203167
065340022022,06534022,Wohratal,DE724,8,8,16,30589780.3822519
065350001001,06535001,Alsfeld,DE725,8,8,16,129708182.774192
065350002002,06535002,Antrifttal,DE725,8,8,16,26383371.437707
065350003003,06535003,Feldatal,DE725,8,8,16,55696610.4000131
065350004004,06535004,Freiensteinau,DE725,8,8,16,65677526.8423863
065350005005,06535005,Gemünden (Felda),DE725,8,8,16,55561060.2153075
065350006006,06535006,Grebenau,DE725,8,8,16,55367230.4495022
065350007007,06535007,Grebenhain,DE725,8,8,16,91379642.6664732
065350008008,06535008,Herbstein,DE725,8,8,16,79975680.9197918
065350009009,06535009,Homberg (Ohm),DE725,8,8,16,87696694.1243515
065350010010,06535010,Kirtorf,DE725,8,8,16,79713759.3246971
065350011011,06535011,Lauterbach (Hessen),DE725,8,8,16,101554728.987808
